absTime,FPS,Smooth,1%Low(FPS),Jank,BigJank,Stutter[%],InterFrame,AppCPU[%],TotalCPU[%],GUsage[%],CTemp[℃],BTemp[℃],GTemp[℃],Power[mW],FPower[mW],Current[mA],Memory[MB],SwapMemory[MB],JavaHeap[MB],NativePss[MB],Gfx[MB],GL[MB],GPU Counter:GPU General:% Busy,GPU Counter:GPU Stalls:% Vertex Fetch Stall,GPU Counter:GPU Stalls:% Texture L2 Miss,GPU Counter:GPU Stalls:% Instruction Cache Miss,GPU Counter:GPU Shader Alloc:% Time Shading Fragments,GPU Counter:GPU Shader Alloc:% Time Shading Vertices,GPU Counter:GPU Shader Alloc:% Time ALUs Working,GPU Counter:Shader Processing:Vertices Shaded / Second,GPU Counter:Shader Processing:Fragments Shaded / Second,GPU Counter:Shader Processing:Vertex Instructions / Second,GPU Counter:Shader Processing:Fragment Instructions / Second,GPU Counter:GPU Memory Stats:Texture Memory Read BW (Bytes/Second),GPU Counter:GPU Memory Stats:Avg Memory Latency Cycles,GPU Counter:GPU Preemption:Preemptions / second
1751543308377,58.01,2.28,14.57,0,0,0.0,0,38,55,53,64,42,56,2770,49.24,652,2188,26,14.79,263.6,0,222.59,96.84,9.21,12.21,0.01,75.11,22.51,42.41,60628483.46,758437483.48,9131392196.94,51628534202.58,535850806.85,67.41,0.0
1751543309376,57.02,3.15,14.58,0,0,0.0,0,37,54,66,64,42,56,2787,48.25,656,2188,26,14.84,263.6,0,222.84,97.04,9.13,12.09,0.01,75.96,21.78,43.21,59270799.61,761096747.04,9100568674.51,53972147134.67,564457765.77,65.65,0.0
1751543310377,59.98,1.94,14.58,0,0,0.0,0,36,53,67,64,42,56,2761,46.24,650,2189,26,14.92,263.6,0,222.84,97.11,9.64,11.09,0.04,77.1,20.81,43.32,58787829.05,820275698.41,9155593458.89,55935362644.48,699440431.42,68.36,0.0
1751543311376,55.01,5.54,14.58,0,0,0.0,0,34,51,68,64,42,56,2685,49.64,632,2189,26,14.96,263.6,0,222.84,97.15,9.41,10.01,0.03,75.27,22.39,42.04,56543029.83,762400430.55,8761710036.3,50443205892.68,586370507.73,67.21,0.0
1751543312377,52.99,8.11,14.58,0,0,0.0,0,33,49,60,64,42,57,2651,49.81,624,2189,26,15.03,263.6,0,222.84,97.19,10.36,12.26,0.02,75.8,22.02,43.49,56714925.18,702994204.19,8794660080.16,51971605118.54,519151928.29,68.79,0.0
1751543313377,56.98,3.41,14.58,0,0,0.0,0,36,54,68,64,42,57,2846,47.98,670,2188,26,15.14,263.61,0,222.84,97.5,12.3,15.62,0.03,80.15,18.13,45.27,62215801.81,907113410.49,9929760044.0,71884436723.25,778631842.61,80.67,0.0
1751543314376,59.05,2.14,14.59,0,0,0.0,0,39,57,67,64,42,56,2770,47.11,652,2188,26,15.35,263.6,0,222.84,96.9,9.64,15.58,0.02,80.39,17.95,44.58,63466313.7,1013552669.78,10318683259.61,75676083900.45,819886867.84,89.02,0.0
1751543315379,60.84,0.0,14.59,0,0,0.0,0,38,55,60,64,42,57,2740,45.33,645,2189,26,15.59,263.62,0,222.84,96.95,11.01,16.13,0.04,80.75,17.65,45.43,60373834.95,864666944.72,9742574009.15,68927214504.18,798954788.32,78.14,0.0
1751543316377,60.11,0.0,14.59,0,0,0.0,0,37,56,72,63,42,56,2727,45.57,642,2190,26,15.84,263.63,0,222.84,97.04,11.16,15.79,0.04,79.55,18.79,44.15,59134310.99,779656339.87,9430903583.42,60174785967.13,762171156.09,68.91,0.0
1751543317376,51.04,6.42,14.59,0,0,0.0,0,38,55,68,64,42,56,2651,52.4,624,2189,26,16.07,263.65,0,222.84,97.35,7.28,14.47,0.01,79.62,18.75,44.47,47964198.37,799019907.53,7822848301.7,55332290405.61,596606233.08,68.94,0.0
1751543318376,55.0,4.41,14.6,0,0,0.0,0,39,57,62,63,42,56,2689,48.83,633,2182,26,8.45,263.65,0,222.84,96.81,5.54,10.93,0.0,76.02,21.9,42.22,51350909.57,729862531.54,8117169250.77,49381600145.11,494374607.81,67.03,0.0
1751543319377,55.95,6.32,14.59,0,0,0.0,0,36,54,66,63,42,56,2719,48.43,640,2182,26,8.65,263.64,0,222.84,97.13,7.76,15.84,0.02,79.16,19.2,44.1,53924859.41,764612658.43,8915002039.22,58943624982.74,695928041.5,65.5,0.0
1751543320376,57.04,3.71,14.6,0,0,0.0,0,36,54,67,64,42,56,2723,47.69,641,2183,26,8.87,263.64,0,222.84,97.07,8.91,15.69,0.03,78.15,20.23,41.98,55799779.15,739321661.28,9290395391.44,53590867037.35,810390149.86,66.64,0.0
1751543321377,58.98,2.53,14.61,0,0,0.0,0,36,55,70,63,42,56,2766,46.48,651,2183,26,8.93,263.64,0,222.84,97.33,7.99,15.78,0.02,78.52,19.83,41.74,56485875.82,790803355.6,9556444275.99,56553422137.75,855638090.78,69.05,0.0
1751543322376,51.03,5.63,14.61,0,0,0.0,0,36,55,70,63,42,56,2596,52.9,611,2182,26,9.18,263.64,0,222.86,97.1,7.72,15.36,0.02,77.2,21.02,42.07,49667816.78,673680618.09,8247754429.04,49129784086.4,637033259.13,66.96,0.0
1751543323377,53.97,4.25,14.61,0,0,0.0,0,38,57,63,63,42,56,2681,48.7,631,2182,26,9.4,263.65,0,222.86,97.15,8.27,15.11,0.04,77.14,21.12,41.52,53035276.78,704394166.21,8975622506.92,51012630545.93,650990258.79,67.57,0.0
1751543324376,51.02,6.15,14.61,0,0,0.0,0,36,56,65,63,42,56,2523,51.92,594,2183,26,9.67,263.65,0,222.86,97.07,8.28,13.9,0.03,75.74,22.43,40.04,49485913.19,644983667.05,8310958711.01,43528842311.72,619878719.1,67.69,0.0
1751543325376,54.01,4.88,14.61,0,0,0.0,0,35,56,63,63,42,56,2672,48.07,629,2185,26,9.81,263.65,0,222.86,97.08,8.19,13.34,0.04,75.62,22.57,40.39,51989613.78,682069026.5,8721771673.65,45957161940.56,634036382.78,66.34,0.0
1751543326377,53.95,3.72,14.61,0,0,0.0,0,37,55,59,63,42,56,2647,48.4,623,2184,26,9.98,263.65,0,222.86,97.25,9.22,14.66,0.06,76.47,21.79,41.06,53302750.41,688769011.79,9161585793.55,49582448097.65,643111355.07,68.44,0.0
1751543327377,49.0,7.93,14.62,0,0,0.0,0,34,52,62,63,42,56,2579,53.05,607,2184,26,10.25,263.65,0,222.88,97.03,8.63,14.36,0.05,76.69,21.67,40.95,45291392.92,606343028.29,7725232033.81,42825305962.38,551490626.41,67.68,0.0
1751543328377,48.02,5.13,14.62,0,0,0.0,0,37,53,61,65,42,56,2672,53.7,629,2184,26,10.47,263.66,0,222.91,97.23,9.25,16.34,0.04,79.28,19.43,42.89,46589389.61,765720299.01,8127386906.73,52514108169.98,630163665.96,68.47,0.0
1751543329377,56.99,4.33,14.62,0,0,0.0,0,35,54,71,63,42,56,2880,48.91,678,2183,26,10.54,263.65,0,223.15,97.51,9.8,17.4,0.03,83.79,15.52,50.75,47509547.28,954861836.16,8540944498.82,79106457209.84,794438581.9,72.67,0.0
1751543330377,55.0,4.25,14.62,0,0,0.0,0,37,52,62,63,42,56,2672,49.58,629,2185,26,10.6,263.65,0,223.26,97.23,9.89,19.4,0.02,80.91,18.22,47.03,46421427.25,793805636.5,8297617871.39,61527483815.84,700573663.81,65.57,0.0
1751543331377,55.02,3.49,14.63,0,0,0.0,0,37,53,68,63,42,56,2740,49.74,645,2185,26,10.79,263.65,0,223.3,97.21,9.44,18.06,0.02,81.78,17.4,46.62,43349491.07,856430900.18,7694997945.0,59657333991.02,765314150.11,67.13,0.0
1751543332378,53.91,4.39,14.63,0,0,0.0,0,37,55,62,63,42,56,2604,50.0,613,2185,26,11.09,263.65,0,223.3,96.98,9.63,16.45,0.02,82.26,16.83,47.15,39829277.47,736550387.4,6785368356.13,56172750494.15,626851056.88,67.52,0.0
1751543333377,51.07,5.22,14.63,0,0,0.0,0,36,55,62,63,42,56,2596,50.53,611,2184,26,11.38,263.66,0,223.3,97.2,9.54,17.95,0.04,83.8,15.41,47.47,40698302.1,814863171.66,7319230847.21,67769370448.8,830890458.48,80.42,0.0
1751543334377,50.0,7.92,14.63,0,0,0.0,0,36,53,59,62,42,56,2587,51.74,609,2185,26,11.59,263.72,0,223.3,96.96,8.23,17.93,0.02,83.2,15.87,46.73,40183321.42,801370279.09,7080262822.12,63897174226.28,800821719.55,82.16,0.0
1751543335378,50.96,4.94,14.63,0,0,0.0,0,38,55,70,62,42,56,2681,51.91,631,2187,26,11.86,263.72,0,223.3,97.64,9.19,19.1,0.02,82.32,16.44,46.26,49246562.4,848959523.04,8342742145.9,68508766180.26,832952636.91,74.28,0.0
1751543336377,50.04,6.38,14.63,0,0,0.0,0,37,55,64,63,42,56,2676,53.25,630,2186,26,12.12,263.72,0,223.79,97.21,10.72,16.45,0.01,77.9,20.08,43.23,51192537.28,672948217.92,7727370109.84,49555864769.55,575476522.92,67.88,0.0
1751543337384,52.62,5.87,14.63,0,0,0.0,0,37,53,63,63,42,57,2774,51.86,653,2186,26,12.27,263.72,0,223.6,97.0,14.29,17.54,0.06,81.58,16.69,47.11,55095616.3,787009132.34,8465757747.7,66650680270.17,756123642.68,86.98,0.0
1751543338377,55.4,3.61,14.64,0,0,0.0,0,36,54,60,64,42,56,2770,50.22,652,2188,26,12.51,263.72,0,223.71,97.01,8.6,17.97,0.04,80.83,17.63,44.81,49950853.44,721230216.02,7858925145.09,54113189221.21,730374090.87,67.8,0.0
1751543339377,57.01,2.98,14.64,0,0,0.0,0,37,54,63,63,42,56,2715,48.06,639,2187,26,12.61,263.72,0,223.71,96.9,7.32,19.44,0.02,81.18,17.21,44.67,47185784.87,711956191.77,7588001386.95,53436296405.69,782894157.29,68.59,0.0
1751543340376,58.03,2.94,14.65,0,0,0.0,0,37,55,66,63,42,57,2693,46.35,634,2188,26,12.85,263.72,0,223.71,96.8,7.25,18.72,0.01,80.9,17.52,44.67,47865925.3,706134210.85,7668417907.27,53197791064.46,761133853.18,69.39,0.0
1751543341377,50.95,10.14,14.64,0,0,0.0,0,35,54,62,63,42,56,2562,51.9,603,2188,26,13.09,263.72,0,223.71,96.81,7.57,17.89,0.02,80.86,17.53,44.88,42581143.21,613242645.8,6748991589.63,46503137271.39,640973459.38,68.46,0.0
1751543342377,56.0,3.69,14.64,0,0,0.0,0,37,54,59,63,42,56,2676,46.39,630,2190,26,13.3,263.73,0,224.15,97.17,7.45,17.13,0.02,83.07,15.6,47.09,48584039.49,786967584.27,7611837042.13,62812497802.15,706736077.6,68.66,0.0
1751543343376,57.04,3.56,14.64,0,0,0.0,0,39,55,70,63,42,56,2749,47.61,647,2188,26,13.58,263.73,0,223.71,97.21,9.2,16.74,0.03,81.99,16.46,47.4,51497773.29,792545888.45,8235288430.23,65093561377.25,735080580.45,67.79,0.0
1751543344377,54.0,4.36,14.65,0,0,0.0,0,37,55,65,63,42,56,2633,50.28,621,2190,26,13.88,263.76,0,224.15,96.97,12.86,14.6,0.07,77.78,19.95,43.33,53482394.88,691765641.15,8105102267.53,50600067571.25,614063370.3,67.06,0.0
1751543345378,46.92,7.24,14.65,0,0,0.0,0,33,51,59,63,42,56,2529,54.81,596,2189,26,14.13,263.76,0,223.92,97.16,10.01,15.98,0.01,84.65,14.48,48.25,29984437.79,690124966.35,5322067551.59,51717902989.23,651029940.63,68.74,0.0
1751543346377,54.08,6.02,14.65,0,0,0.0,0,34,52,49,62,42,55,2542,46.41,599,2185,26,14.41,263.79,0,219.95,95.61,8.71,16.33,0.01,84.08,15.19,47.42,26331993.65,648134708.13,5020864775.17,46066650053.98,600539331.69,67.95,0.0
1751543347377,48.99,6.57,14.65,0,0,0.0,0,35,52,52,63,42,55,2533,52.05,597,2180,26,14.64,263.75,0,216.33,96.58,7.28,18.25,0.04,81.58,17.2,45.04,34316849.71,619862556.29,5900820955.88,43303715320.89,598825083.94,66.32,0.0
1751543348379,50.91,8.08,14.65,0,0,0.0,0,35,53,46,62,42,55,2525,49.05,595,2175,26,14.88,263.74,0,212.69,96.53,8.53,18.54,0.01,81.48,17.26,45.39,34062615.68,630727531.73,5837057435.03,42980005137.73,603418852.44,66.55,0.0
1751543349381,49.91,6.93,14.64,0,0,0.0,0,34,50,53,62,42,55,2533,50.95,597,2173,26,15.07,263.77,0,212.69,96.62,7.5,19.29,0.02,81.7,17.03,45.46,34746790.05,616676034.46,5899177658.65,43795563605.96,622400207.64,68.45,0.0
1751543350376,55.25,3.76,14.65,0,0,0.0,0,38,55,57,63,42,55,2618,45.97,617,2174,26,15.36,263.76,0,213.63,97.04,9.67,18.04,0.08,79.86,18.45,43.66,49365645.09,690817173.99,8156527972.92,51260217790.79,734768229.51,69.27,0.0
1751543351377,53.95,5.08,14.65,0,0,0.0,0,38,55,68,62,42,55,2605,49.64,614,2175,26,15.65,263.72,0,214.86,96.95,8.06,14.71,0.06,80.79,17.71,44.49,43446035.66,758195032.11,7188249714.2,50753040172.01,766497835.33,69.63,0.0
1751543352380,57.81,3.49,14.66,0,0,0.0,0,38,55,59,63,42,56,2546,44.42,600,2176,26,15.95,263.73,0,214.93,96.92,6.78,15.79,0.02,81.84,16.72,46.42,47477202.99,832498211.58,7476924593.38,58537249096.63,694863365.83,69.66,0.0
1751543353377,56.18,3.65,14.66,0,0,0.0,0,38,57,67,63,42,56,2694,47.69,635,2168,26,8.05,263.73,0,215.0,96.55,6.44,15.92,0.02,82.57,16.08,46.54,43685775.35,887033662.96,7095632584.42,60709287516.64,651726163.06,69.0,0.0
1751543354376,53.04,5.38,14.66,0,0,0.0,0,36,55,54,63,42,55,2520,49.32,594,2168,26,8.26,263.72,0,215.45,96.38,6.13,13.82,0.01,80.98,17.71,45.66,35262784.46,702595486.67,5883535230.73,46379070806.84,517214688.52,68.25,0.0
1751543355377,52.99,5.33,14.67,0,0,0.0,0,35,53,54,62,42,55,2478,47.18,584,2168,26,8.49,263.7,0,215.7,96.44,5.75,15.8,0.01,82.75,16.41,46.1,29889445.77,694436831.57,5613618104.14,47236857020.02,615614310.73,69.61,0.0
1751543356376,44.95,11.95,14.66,0,0,0.0,0,34,51,44,61,42,55,2245,51.81,529,2169,26,8.78,263.71,0,215.69,96.55,8.32,15.05,0.01,81.37,17.83,45.64,27797339.35,581353388.25,5224042810.11,40665029221.14,495251558.37,66.83,0.0
1751543357378,52.97,4.93,14.66,0,0,0.0,0,37,56,56,62,42,55,2554,45.79,602,2170,26,9.07,263.71,0,215.97,96.81,8.49,16.02,0.02,79.45,19.43,43.09,41464062.41,667944275.07,6950924822.96,46153281054.9,592797109.22,67.09,0.0
1751543358377,56.07,3.11,14.66,0,0,0.0,0,37,57,61,62,42,55,2642,46.54,623,2173,26,9.34,263.71,0,216.66,96.81,7.7,16.35,0.04,80.18,18.71,43.72,43170678.01,714070147.57,7207143622.62,50308075475.07,646153372.2,67.82,0.0
1751543359377,54.0,4.62,14.67,0,0,0.0,0,38,54,60,62,42,56,2685,49.4,633,2174,26,9.55,263.71,0,217.1,96.9,10.26,16.06,0.03,82.95,15.97,46.79,39019872.33,777791884.92,6473659799.5,55517982248.46,637904788.97,67.53,0.0
1751543360377,54.01,4.64,14.67,0,0,0.0,0,35,53,59,62,42,55,2570,48.89,606,2172,26,9.79,263.72,0,216.66,96.71,10.07,14.43,0.03,81.91,16.98,45.58,39739374.5,733137763.9,6355388155.22,50785875513.48,582197278.79,68.55,0.0
1751543361377,50.02,6.78,14.67,0,0,0.0,0,35,51,61,62,42,56,2502,50.74,590,2174,26,10.03,263.73,0,216.67,97.17,11.11,16.33,0.03,81.16,16.97,47.03,50452367.46,813639318.74,7332038344.24,57630762631.35,610929349.34,67.67,0.0
1751543362378,53.94,4.75,14.67,0,0,0.0,0,35,53,57,61,42,56,2498,46.36,589,2172,26,10.31,263.73,0,216.71,96.6,6.08,13.83,0.02,83.12,15.71,50.34,38887983.83,812087394.14,6187316310.96,59192239292.12,602569044.08,67.79,0.0
1751543363377,48.05,10.62,14.66,0,0,0.0,0,36,52,64,62,42,55,2528,50.88,596,2175,26,10.54,263.73,0,217.65,97.23,11.87,18.81,0.02,82.62,15.7,47.48,45702471.83,742004257.06,6800026580.19,56519906316.93,697835947.43,70.26,0.0
1751543364376,56.03,3.91,14.66,0,0,0.0,0,38,56,68,63,42,56,2587,46.17,610,2178,26,10.8,263.75,0,217.93,97.81,14.58,18.92,0.02,82.35,15.96,47.73,58235558.12,927395730.93,8629554500.15,69812555368.47,861682470.82,71.02,0.0
1751543365376,58.98,1.83,14.67,0,0,0.0,0,37,55,73,63,42,56,2850,47.46,672,2175,26,10.88,263.74,0,217.88,96.9,13.11,18.6,0.03,82.84,15.53,47.56,61879709.63,981438728.1,9112868726.94,75902493687.7,910266785.84,80.28,0.0
1751543366377,57.97,3.09,14.67,0,0,0.0,0,36,53,63,63,42,56,2765,48.32,652,2177,26,11.01,263.75,0,217.88,96.76,12.84,18.83,0.04,81.11,17.03,46.21,63019749.05,885652365.45,9022056930.9,67742251393.54,861442908.89,79.95,0.0
1751543367376,55.03,4.15,14.67,0,0,0.0,0,37,53,68,64,42,57,2748,49.82,648,2177,26,11.12,263.75,0,218.38,97.57,11.82,19.31,0.02,84.48,14.04,49.76,52001081.68,948941337.32,7767404723.03,76176948967.15,833893355.31,71.03,0.0
1751543368376,53.01,5.8,14.68,0,0,0.0,0,37,56,61,63,42,56,2786,52.71,657,2177,26,11.43,263.69,0,218.62,96.92,13.39,18.64,0.05,82.54,15.79,47.26,54704760.1,858487025.23,8145292565.83,66475444131.26,798307583.26,83.13,0.0
1751543369377,49.97,5.48,14.68,0,0,0.0,0,37,55,64,63,42,56,2680,53.57,632,2177,26,11.66,263.69,0,218.72,97.26,13.21,19.01,0.05,81.12,17.21,46.68,54723142.26,832067050.03,8604304910.96,64614507665.83,763407399.28,77.35,0.0
1751543370377,45.0,7.11,14.68,0,0,0.0,0,34,51,60,62,42,56,2498,56.89,589,2179,26,11.9,263.69,0,218.78,97.38,6.92,14.57,0.02,85.95,13.31,52.33,31506762.18,898358730.0,5717839414.28,66835941456.73,527570250.07,67.99,0.0
1751543371377,46.0,9.37,14.67,0,0,0.0,0,36,54,56,62,42,56,2502,52.18,590,2179,26,12.14,263.69,0,218.78,97.3,9.37,16.72,0.01,80.26,17.97,45.86,44374490.73,665456885.61,6890284905.86,52052105565.1,604789354.6,69.42,0.0
1751543372381,43.81,7.91,14.67,0,0,0.0,0,34,50,58,62,42,56,2447,56.58,577,2181,26,12.38,263.69,0,218.73,97.39,6.95,15.14,0.02,84.69,14.45,51.34,36495772.15,829764377.05,6369965131.4,67967953538.47,504160182.38,65.96,0.0
1751543373377,54.24,4.1,14.67,0,0,0.0,0,34,52,70,61,42,56,2634,47.18,621,2177,26,12.42,263.69,0,218.92,97.48,5.48,17.04,0.04,85.28,14.24,51.19,36263690.15,1011475438.1,7381149569.7,78239006464.83,717393342.92,68.47,0.0
1751543374377,53.0,6.89,14.67,0,0,0.0,0,33,49,54,61,42,56,2345,45.72,553,2175,26,12.46,263.69,0,218.92,96.45,5.92,13.71,0.02,80.31,19.04,46.02,32141230.71,706424703.63,6637247656.24,49001962543.93,591807521.75,68.34,0.0
1751543375377,58.96,1.35,14.67,0,0,0.0,0,33,50,62,61,42,56,2494,41.46,588,2179,26,12.63,263.69,0,218.92,96.96,5.6,16.29,0.02,81.61,17.81,47.58,34862922.79,783140568.98,7346478368.86,61142122993.19,733076233.49,69.78,0.0
1751543376376,57.07,4.21,14.68,0,0,0.0,0,33,51,62,61,42,55,2456,43.17,579,2180,26,12.88,263.69,0,218.92,96.7,5.05,14.44,0.02,82.76,16.71,48.65,31053756.14,796462367.94,6915812649.81,62513674061.78,726782949.37,72.36,0.0
1751543377377,56.98,3.71,14.68,0,0,0.0,0,35,51,55,61,42,55,2341,41.15,552,2180,26,13.09,263.69,0,218.92,96.5,6.14,12.56,0.01,78.93,20.43,42.73,30723491.8,667189277.01,7099613371.63,46171585387.28,574358365.0,66.83,0.0
1751543378376,41.01,12.11,14.68,0,0,0.0,0,33,48,42,60,42,54,2163,54.23,510,2180,26,13.34,263.69,0,219.0,96.49,6.66,14.09,0.02,80.02,19.34,43.73,21682352.49,498509087.84,5049000794.77,35036845188.38,446784509.7,65.74,0.0
1751543379376,48.01,7.47,14.67,0,0,0.0,0,32,51,53,60,42,55,2290,46.57,540,2182,26,13.53,263.69,0,219.0,96.9,6.27,15.17,0.01,83.12,16.32,45.65,26236312.37,658731441.06,5995320288.54,50651379040.36,574564087.67,67.68,0.0
1751543380379,52.85,4.64,14.68,0,0,0.0,0,32,50,58,61,42,55,2405,44.27,567,2180,26,13.78,263.69,0,219.0,96.54,5.54,13.62,0.02,83.43,16.06,46.9,27082047.63,813007175.2,6443240146.38,58144758937.68,601662215.74,65.36,0.0
1751543381377,54.12,4.88,14.68,0,0,0.0,0,31,48,55,61,42,55,2379,44.05,561,2179,26,14.01,263.69,0,219.0,96.53,6.42,11.8,0.03,79.44,19.93,42.59,27586232.03,694120829.3,6542114926.22,43518742407.35,639199311.91,67.1,0.0
1751543382377,53.94,4.64,14.68,0,0,0.0,0,32,48,53,61,42,54,2379,43.86,561,2179,26,14.21,263.69,0,219.0,96.41,7.33,12.41,0.04,78.88,20.46,41.65,28546904.45,670845945.09,6710037454.92,42701237413.46,550429326.69,64.29,0.0
1751543383376,51.08,7.55,14.68,0,0,0.0,0,32,48,47,61,42,54,2294,45.22,541,2181,26,14.38,263.69,0,219.12,96.31,6.3,12.61,0.01,78.65,20.69,42.24,26581491.17,628298937.57,6194006381.84,39723961906.39,503880239.36,64.9,0.0
1751543384377,50.97,6.58,14.68,0,0,0.0,0,34,51,53,60,42,54,2328,44.88,549,2179,26,14.61,263.7,0,219.38,96.55,7.29,14.41,0.07,79.07,20.32,41.94,27654350.86,628308255.28,6567302920.6,41094989637.99,565564841.62,65.13,0.0
1751543385377,35.99,16.73,14.66,0,0,0.0,0,30,45,38,59,42,53,2142,61.25,505,2187,26,14.76,263.7,0,219.52,96.3,6.07,13.78,0.03,78.55,20.79,41.39,19740218.32,466161282.62,4618371312.59,28995919152.85,378159716.66,68.36,0.0
1751543386377,43.03,11.91,14.65,0,0,0.0,0,33,50,44,60,42,53,2040,46.23,481,2189,26,15.02,263.71,0,219.89,96.57,6.49,13.78,0.02,78.76,20.65,41.57,25358429.62,601505404.35,5909107733.33,37145677512.9,465029008.07,66.18,0.0
1751543387377,43.98,9.93,14.64,0,0,0.0,0,34,51,43,60,42,54,2159,49.93,509,2193,26,15.27,263.73,0,220.2,96.41,6.44,12.91,0.03,78.94,20.39,41.7,23639956.8,542256816.66,5255006895.01,33829409290.06,436530559.12,63.96,0.0
1751543388376,44.04,8.63,14.64,0,0,0.0,0,34,50,43,60,42,54,2265,51.29,534,2193,26,15.48,263.75,0,220.39,96.43,6.84,12.83,0.03,80.05,19.29,43.76,23320713.24,540652179.91,5068936235.61,36144652350.79,439236508.34,65.65,0.0
1751543389377,49.96,6.1,14.64,0,0,0.0,0,36,54,54,60,42,54,2324,45.97,548,2196,26,15.78,263.75,0,221.86,96.73,7.84,15.02,0.03,81.29,18.13,46.14,28042577.7,691978518.03,6254860835.6,48871809191.94,563211599.85,66.4,0.0
1751543390377,43.98,7.9,14.64,0,0,0.0,0,33,50,48,60,42,54,2358,53.24,556,2189,26,8.28,263.75,0,222.02,96.77,6.54,14.51,0.03,82.14,17.31,46.18,25033311.48,661664609.24,5669095145.96,46985271959.31,478601302.1,64.85,0.0
1751543391377,43.01,10.34,14.63,0,0,0.0,0,31,49,46,60,42,54,2256,54.12,532,2189,26,8.39,263.75,0,222.26,96.69,6.57,13.22,0.02,81.49,17.94,45.79,24044287.75,634211557.02,5471564973.9,43699274312.39,449060731.05,65.18,0.0
1751543392377,54.0,6.54,14.63,0,0,0.0,0,33,48,49,60,42,54,2290,42.12,540,2190,26,8.47,263.74,0,222.38,96.12,8.77,12.63,0.02,80.98,18.36,44.43,27018575.83,676096965.9,5790264253.02,43698733009.3,507003932.12,65.81,0.0
1751543393377,57.01,3.6,14.64,0,0,0.0,0,34,52,55,61,42,54,2413,41.1,569,2189,26,8.56,263.74,0,222.38,96.46,7.73,13.29,0.03,80.43,18.91,43.34,30043686.44,703258706.49,6557104368.61,46057524927.5,593790124.11,67.04,0.0
1751543394377,55.0,4.62,14.64,0,0,0.0,0,32,49,53,60,42,54,2260,41.96,533,2191,26,8.62,263.8,0,222.38,96.29,7.14,13.37,0.03,80.46,18.91,44.33,29560431.27,722542788.9,6627442531.88,47482864514.57,565045665.19,67.68,0.0
1751543395377,57.98,3.03,14.64,0,0,0.0,0,31,49,56,59,42,54,2316,39.89,546,2189,26,8.68,263.8,0,222.38,96.35,7.91,12.86,0.02,81.21,18.2,44.44,29730180.77,753029626.53,6657239599.85,49135946804.52,620712404.14,68.86,0.0
1751543396376,58.04,3.71,14.65,0,0,0.0,0,32,50,56,61,42,54,2260,38.89,533,2191,26,8.74,263.82,0,222.38,96.57,7.68,14.76,0.02,81.8,17.64,43.04,31541430.76,816582737.8,7069548551.11,51117564567.33,673631978.12,69.26,0.0
1751543397377,57.99,2.85,14.65,0,0,0.0,0,32,51,59,61,42,54,2396,40.68,565,2191,26,8.8,263.82,0,222.43,96.73,7.88,14.64,0.02,81.58,17.87,42.85,31699574.51,763105355.95,7199490104.78,49995577182.85,702376585.87,68.75,0.0
1751543398377,50.97,9.98,14.65,0,0,0.0,0,31,48,61,60,42,54,2341,46.66,552,2190,26,8.87,263.82,0,222.43,97.27,8.11,14.13,0.01,85.01,14.52,47.37,28093115.93,877892339.38,6302808717.98,61311425808.26,606724692.49,69.26,0.0
1751543399377,58.03,3.11,14.65,0,0,0.0,0,31,49,59,60,42,54,2290,39.7,540,2190,26,8.97,263.82,0,222.43,96.25,7.28,11.26,0.04,79.96,19.4,44.12,30183285.96,708679372.4,6696846832.03,46653379898.36,556226303.09,66.87,0.0
1751543400376,57.01,3.16,14.65,0,0,0.0,0,33,50,53,61,42,55,2447,42.15,577,2190,26,9.16,263.82,0,222.43,96.12,9.04,12.16,0.04,80.17,19.19,43.82,30320504.47,700735732.78,6606323813.43,45450905408.09,571111631.58,64.75,0.0
1751543401376,56.0,5.75,14.65,0,0,0.0,0,32,51,53,60,42,55,2413,43.67,569,2191,26,9.25,263.82,0,222.43,96.27,8.5,13.96,0.02,81.79,17.59,43.98,28009421.72,680520734.27,6151634357.8,45128082810.55,618098507.81,68.19,0.0
1751543402376,58.0,3.16,14.65,0,0,0.0,0,32,49,52,61,42,55,2396,41.43,565,2191,26,9.31,263.82,0,222.43,96.23,5.96,15.11,0.02,82.81,16.59,44.61,29070705.21,728110723.53,6314328883.85,48432176690.29,705546262.46,67.59,0.0
1751543403377,56.98,3.85,14.66,0,0,0.0,0,31,48,54,60,42,55,2392,41.75,564,2192,26,9.43,263.81,0,222.43,96.03,6.34,14.8,0.02,83.08,16.32,44.51,27969640.54,681550093.38,6008822214.85,46587137751.13,668854857.09,68.05,0.0
1751543404377,56.01,4.18,14.66,0,0,0.0,0,31,49,53,60,42,55,2324,41.83,548,2190,26,9.58,263.81,0,222.43,96.04,9.75,13.12,0.01,83.27,16.08,45.51,25989765.61,666499563.41,5392052950.16,44773088198.43,584929274.56,69.61,0.0
1751543405377,55.98,5.75,14.66,0,0,0.0,0,33,50,49,60,42,55,2282,40.95,538,2191,26,9.68,263.81,0,222.43,96.16,9.32,14.72,0.02,84.14,15.26,44.9,27125051.09,677284058.03,5602629199.97,46781704508.72,675031522.35,70.05,0.0
